2026-08-01 15:37:11 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 66.8MB/s]                   [A
Downloading [tokenizer.json]: 20.0MB [00:06, 2.77MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:14, 1.40MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.40MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:30, 705kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:30<00:00, 31.0s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:30<00:00, 31.0s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:31, 1.01MB/s]
2026-08-02 07:28:57 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 07:29:57 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 67.1MB/s]                   [A
Downloading [tokenizer.json]: 20.0MB [00:06, 2.76MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:14, 1.40MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.40MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:30, 705kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:30<00:00, 31.0s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:31<00:00, 31.0s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:31, 1.01MB/s]
2026-08-02 07:30:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 07:31:30 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 61.0MB/s]                   [A
Downloading [tokenizer.json]: 20.0MB [00:06, 2.77MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:14, 1.40MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.40MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:31, 699kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:31<00:00, 31.2s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:31<00:00, 31.2s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:31, 1.01MB/s]
2026-08-02 07:32:04 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 07:33:04 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 64.9MB/s]                   [A
Downloading [tokenizer.json]: 20.0MB [00:06, 2.78MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:14, 1.40MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.40MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:30, 705kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:30<00:00, 30.9s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:30<00:00, 30.9s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
